instruction,input,output
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Harsha, I was born on 16-09-1977, and my place of birth is Kozhikode  at 14:23, and my zodiac sign is aries.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hajira, I was born on 09-01-1973, and my place of birth is Belgaum  at 13:5, and my zodiac sign is leo.","Rahu in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Atif, I was born on 22-06-1942, and my place of birth is Aligarh  at 14:38, and my zodiac sign is sagittarius.","Moon in 7th House so you should invest in Women centric companies stocks. Some stocks in this field are Ventas, Inc, Best Buy Co. Inc, Duke Energy Corporation, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Devadarshini, I was born on 15-08-1996, and my place of birth is Shillong  at 2:25, and my zodiac sign is taurus.","Rahu in 2nd House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kavya, I was born on 25-08-1983, and my place of birth is Aligarh at 3:23, and my zodiac sign is virgo.","Mercury in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Deepak, I was born on 14-03-1988, and my place of birth is Gangtok at 12:27, and my zodiac sign is capricorn.","Sun in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aashvi, I was born on 19-06-1947, and my place of birth is Baripada Town  at 6:50, and my zodiac sign is gemini.","Jupiter in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jigisu, I was born on 09-11-1959, and my place of birth is Gurgaon  at 10:8, and my zodiac sign is libra.","Venus in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hemavarun, I was born on 31-10-1958, and my place of birth is Kolkata  at 20:5, and my zodiac sign is aquarius.","Jupiter in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Iravaj, I was born on 19-05-1968, and my place of birth is Chapra  at 23:18, and my zodiac sign is cancer.","Rahu in 1st House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ilavalagi, I was born on 11-03-1961, and my place of birth is Junagadh at 21:5, and my zodiac sign is scorpio.","Mars in 3rd House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Eashan, I was born on 17-04-1955, and my place of birth is Bhopal  at 22:28, and my zodiac sign is pisces.","Mercury in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Apurva, I was born on 25-11-1965, and my place of birth is Jodhpur at 1:29, and my zodiac sign is aries.","Ketu in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
